customer_id,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0849,2024-11-24,45.78,Overdue,66.42,152,88,True
C0082,2024-10-08,64.69,Overdue,71.97,199,46,False
C0047,2025-05-25,27.4,Paid,77.72,72,111,True
C0840,2025-03-16,23.31,Overdue,46.28,76,181,False
C0017,2025-03-11,42.14,Paid,18.09,266,78,False
C0086,2024-08-28,97.39,Due,11.16,433,38,True
C0635,2025-05-26,192.33,Due,33.38,227,68,False
C0082,2024-07-31,35.69,Paid,42.2,241,198,False
C0413,2024-10-12,130.72,Due,41.86,45,20,True
C0620,2025-05-01,83.42,Overdue,90.93,353,181,False
C0038,2025-01-03,131.68,Due,1.38,337,107,False
C0648,2024-09-01,101.14,Paid,50.58,345,98,False
C0334,2024-10-07,167.32,Overdue,78.67,249,166,False
C0925,2025-03-23,160.17,Overdue,72.25,306,192,True
C0775,2024-07-27,181.66,Due,90.25,77,154,False
C0523,2024-12-30,134.88,Overdue,6.76,494,180,False
C0985,2024-08-15,63.81,Paid,54.38,11,186,True
C0079,2024-12-13,82.28,Paid,86.59,340,18,False
C0121,2025-04-08,95.64,Overdue,95.93,164,106,True
C0696,2025-04-22,133.03,Overdue,52.34,334,152,True
C0368,2024-11-28,39.79,Overdue,98.2,481,178,False
C0760,2024-08-24,154.7,Paid,18.47,122,162,False
C0436,2025-02-18,111.33,Paid,87.28,84,138,True
C0689,2024-06-04,166.46,Overdue,77.39,66,136,True
C0690,2024-10-03,94.47,Paid,20.66,177,173,False
C0679,2025-05-07,23.37,Overdue,72.38,86,147,False
C0593,2024-07-13,172.42,Overdue,78.94,114,157,False
C0128,2024-07-17,25.69,Due,68.09,222,145,False
C0814,2024-10-05,196.58,Due,85.45,487,91,False
C0403,2025-04-02,74.85,Due,61.21,282,191,False
C0248,2025-05-18,66.7,Due,31.4,171,55,True
C0289,2024-10-25,193.21,Overdue,78.58,44,146,True
C0700,2024-12-19,181.42,Paid,4.07,260,165,False
C0065,2024-09-04,12.23,Paid,83.68,192,109,False
C0799,2025-01-17,159.18,Paid,76.07,190,106,True
C0136,2025-05-21,21.05,Paid,46.13,188,88,False
C0857,2025-02-12,173.79,Due,97.41,387,9,True
C0974,2024-08-18,49.07,Overdue,34.88,326,120,False
C0245,2025-02-10,94.84,Due,27.15,343,71,True
C0515,2024-10-07,12.15,Paid,99.91,378,129,False
C0411,2024-10-07,156.5,Overdue,95.89,461,172,True
C0896,2025-01-06,116.78,Due,2.4,407,99,True
C0109,2025-02-04,50.73,Paid,72.41,67,9,True
C0491,2025-05-05,90.06,Due,52.68,364,4,False
C0899,2024-06-14,92.88,Paid,35.62,37,45,False
C0337,2025-01-14,66.67,Overdue,47.38,376,136,True
C0074,2025-03-18,26.27,Due,2.93,257,193,True
C0583,2024-07-26,146.9,Overdue,46.21,116,49,True
C0058,2024-08-10,105.51,Overdue,30.74,183,79,False
C0836,2025-04-08,114.28,Overdue,74.52,200,35,False
C0672,2025-05-17,161.62,Paid,12.66,447,182,False
C0311,2025-03-26,71.61,Due,76.87,497,146,False
C0441,2024-09-28,86.78,Due,18.58,359,1,False
C0633,2024-06-14,153.4,Overdue,22.96,111,60,True
C0264,2025-04-02,98.2,Paid,43.24,471,64,True
C0537,2024-09-16,26.13,Due,5.52,158,194,True
C0557,2024-08-27,12.11,Paid,21.73,389,126,True
C0152,2024-08-19,58.72,Due,52.26,232,87,True
C0779,2025-05-29,61.02,Paid,49.05,415,21,False
C0725,2025-03-26,92.98,Paid,94.61,392,200,True
C0343,2025-05-12,92.15,Paid,78.98,23,13,False
C0678,2024-09-15,45.88,Paid,64.33,225,74,True
C0369,2025-03-11,142.63,Due,54.84,347,61,False
C0218,2025-03-25,12.06,Paid,72.49,48,155,True
C0562,2024-07-13,151.7,Paid,32.44,360,39,True
C0338,2025-03-16,100.88,Paid,33.4,450,167,True
C0736,2024-11-28,139.49,Due,9.44,6,158,True
C0488,2024-07-04,96.17,Overdue,51.08,382,38,True
C0768,2024-09-04,135.85,Overdue,45.01,440,138,True
C0805,2024-06-09,198.66,Overdue,22.8,192,59,True
C0151,2024-06-18,73.16,Due,22.03,81,173,True
C0921,2024-06-26,44.74,Due,61.52,45,49,False
C0533,2025-05-31,189.74,Paid,3.3,374,13,True
C0917,2024-11-29,14.57,Paid,56.85,287,85,False
C0210,2025-04-16,29.21,Overdue,99.89,343,24,False
C0229,2024-12-04,72.26,Paid,47.62,41,137,True
C0142,2025-04-27,147.53,Overdue,89.18,381,74,False
C0317,2025-05-19,53.01,Due,26.39,357,188,False
C0064,2024-09-16,148.47,Overdue,26.53,492,57,True
C0029,2024-12-29,31.29,Paid,17.36,335,167,True
C0178,2024-09-24,36.42,Overdue,89.84,492,49,False
C0960,2025-01-22,97.2,Paid,21.12,429,105,True
C0960,2025-02-21,180.49,Due,30.34,96,177,True
C0808,2024-12-22,68.66,Paid,43.5,412,171,False
C0427,2024-09-03,71.6,Overdue,9.58,190,167,True
C0734,2024-06-20,132.77,Paid,62.78,357,35,False
C0139,2024-11-27,34.23,Overdue,67.63,247,130,False
C0787,2024-07-26,147.9,Due,54.41,258,124,True
C0837,2025-03-05,178.65,Due,73.96,286,105,False
C0967,2025-03-11,41.61,Due,82.96,312,148,False
C0495,2024-12-13,101.13,Due,69.35,101,85,True
C0513,2024-06-28,26.73,Paid,90.21,312,119,False
C0145,2024-10-18,187.3,Due,22.52,107,103,False
C0954,2024-09-05,55.82,Overdue,62.77,453,150,False
C0500,2024-06-21,41.56,Due,41.59,354,132,True
C0765,2024-09-12,47.26,Overdue,20.73,114,171,True
C0715,2025-01-19,192.06,Due,87.64,333,124,True
C0005,2025-05-10,59.09,Due,86.11,254,27,False
C0809,2025-03-24,191.53,Overdue,90.7,439,56,False
C0151,2025-03-15,164.32,Due,25.4,4,133,True
C0237,2024-06-13,179.19,Due,66.06,243,14,False
C0990,2024-09-21,159.1,Overdue,65.43,292,96,False
C0925,2025-02-22,165.65,Due,41.55,365,13,False
C0699,2025-04-07,164.75,Paid,48.28,68,184,False
C0522,2024-06-03,92.79,Paid,99.44,87,192,True
C0228,2024-10-27,48.7,Paid,6.82,35,196,True
C0329,2024-12-24,48.12,Due,84.58,324,134,False
C0693,2025-04-29,21.27,Due,64.74,400,93,True
C0645,2025-04-08,183.6,Paid,34.99,311,83,False
C0137,2024-07-27,129.59,Due,54.93,322,16,True
C0808,2025-01-14,110.37,Overdue,17.11,156,73,True
C0249,2025-05-04,126.5,Overdue,66.08,446,153,True
C0760,2025-05-17,10.62,Paid,87.84,165,122,False
C0167,2025-03-09,191.42,Paid,34.75,337,162,True
C0340,2025-04-27,11.07,Due,78.13,22,183,True
C0296,2025-01-04,157.43,Due,95.86,253,112,True
C0115,2024-09-18,187.55,Paid,34.5,413,13,False
C0209,2025-05-05,80.76,Paid,19.17,1,102,True
C0950,2025-05-04,46.64,Due,21.95,489,172,True
C0574,2025-05-20,19.78,Overdue,36.07,20,125,False
C0832,2024-08-13,147.53,Overdue,10.33,86,188,False
C0416,2025-02-11,102.7,Due,93.12,186,158,True
C0114,2024-06-15,149.36,Due,50.77,117,109,False
C0320,2024-06-21,126.08,Due,48.37,192,77,False
C0740,2024-06-16,99.98,Overdue,80.13,52,31,True
C0333,2024-09-20,93.78,Due,88.18,305,47,False
C0834,2024-12-21,27.31,Due,9.09,113,71,True
C0364,2024-07-11,88.45,Due,2.9,350,175,True
C0477,2025-05-14,111.22,Overdue,44.74,494,126,True
C0048,2025-02-19,31.67,Paid,40.61,431,64,True
C0974,2024-09-29,156.47,Paid,72.3,335,61,False
C0702,2025-05-26,50.25,Paid,91.25,287,83,True
C0911,2024-12-17,156.34,Overdue,40.38,440,41,True
C0786,2025-01-20,194.9,Due,92.48,432,184,True
C0233,2025-04-20,68.77,Due,45.49,353,164,False
C0203,2025-03-13,17.42,Due,85.2,426,28,True
C0265,2024-07-16,72.12,Overdue,98.81,84,63,True
C0898,2024-09-26,104.58,Due,76.48,460,112,False
C0144,2024-07-22,86.29,Overdue,31.22,80,180,True
C0949,2025-04-24,100.54,Overdue,27.52,376,125,False
C0775,2024-06-14,37.45,Due,7.0,229,34,True
C0254,2024-11-02,16.55,Paid,77.18,100,176,False
C0472,2024-07-12,134.17,Due,83.04,274,170,True
C0325,2024-06-25,144.5,Paid,35.04,31,32,True
C0059,2025-04-16,14.18,Due,8.83,19,196,True
C0140,2024-06-12,42.67,Overdue,14.62,48,76,True
C0696,2024-12-22,130.55,Overdue,34.78,486,24,True
C0762,2024-06-25,65.21,Due,9.75,275,27,False
C0057,2024-09-22,176.31,Paid,7.76,45,13,True
C0129,2024-10-09,106.04,Overdue,54.19,152,188,False
C0624,2024-09-01,192.83,Overdue,23.71,278,7,False
C0852,2024-08-29,152.18,Overdue,28.64,351,18,False
C0447,2025-03-25,11.5,Paid,89.27,328,94,True
C0114,2024-06-06,126.83,Paid,30.2,24,63,True
C0930,2025-05-25,84.8,Paid,5.0,440,17,False
C0592,2024-06-09,180.53,Paid,11.82,382,3,True
C0338,2024-09-26,108.47,Due,25.63,295,129,True
C0502,2024-10-31,32.64,Paid,54.63,436,126,False
C0993,2025-03-22,68.89,Overdue,81.96,333,189,False
C0853,2024-10-02,137.62,Due,2.73,275,122,True
C0179,2025-04-20,165.57,Paid,61.37,391,178,False
C0464,2024-08-13,186.9,Due,55.98,110,183,True
C0473,2025-03-11,182.32,Overdue,33.31,164,79,False
C0317,2024-08-18,133.15,Due,37.4,237,39,True
C0643,2025-06-01,106.22,Overdue,20.08,281,38,True
C0809,2024-10-15,15.33,Due,66.66,370,17,False
C0003,2024-11-08,156.02,Paid,62.95,246,170,True
C0531,2024-07-18,22.1,Due,7.9,145,135,False
C0612,2024-09-20,99.19,Due,54.4,206,31,False
C0682,2025-05-05,114.25,Due,81.38,327,74,False
C0389,2024-12-15,78.26,Paid,65.94,369,49,False
C0144,2025-04-17,32.55,Overdue,76.34,316,74,True
C0028,2024-12-06,153.45,Overdue,25.52,129,151,False
C0618,2024-08-30,198.56,Due,41.89,159,138,False
C0086,2025-04-01,136.41,Due,7.95,89,182,False
C0965,2024-07-21,98.75,Due,65.1,308,117,False
C0607,2025-03-24,104.65,Overdue,20.27,442,35,False
C0119,2024-07-22,66.13,Overdue,37.36,403,94,True
C0693,2024-09-12,194.25,Paid,51.44,118,46,True
C0051,2024-07-07,175.22,Paid,58.47,99,92,False
C0001,2024-06-25,195.06,Paid,12.98,492,40,True
C0876,2024-10-07,10.18,Paid,45.03,168,70,False
C0460,2024-11-26,35.0,Overdue,83.73,93,37,True
C0694,2025-04-09,151.77,Overdue,46.08,148,164,True
C0346,2024-08-29,52.83,Overdue,63.3,400,135,False
C0552,2024-08-05,181.75,Paid,35.62,393,93,False
C0448,2025-01-04,88.66,Overdue,43.78,99,145,False
C0043,2024-12-07,28.92,Paid,47.69,288,139,True
C0082,2024-06-22,96.95,Paid,53.53,6,10,False
C0469,2024-07-19,40.38,Due,41.53,494,60,True
C0544,2025-04-09,99.1,Paid,43.02,486,157,False
C0390,2024-08-04,145.51,Overdue,59.08,344,135,False
C0908,2025-05-05,82.07,Due,27.4,157,26,True
C0338,2024-12-22,121.5,Due,75.85,177,78,False
C0464,2024-11-21,40.52,Overdue,39.2,258,25,False
C0096,2024-09-06,143.94,Due,99.78,89,54,True
C0681,2025-03-08,92.79,Due,77.71,395,130,False
C0062,2025-04-28,23.45,Paid,75.71,462,135,True
C0816,2024-08-14,159.93,Overdue,24.69,324,90,False
C0887,2024-11-26,166.32,Paid,90.07,442,86,False
C0802,2024-11-22,76.97,Paid,51.57,87,177,False
C0643,2024-08-29,110.33,Due,90.81,79,137,True
C0382,2025-04-29,137.03,Due,95.57,8,197,False
C0203,2024-07-21,187.57,Paid,10.49,377,37,True
C0732,2024-07-02,118.23,Due,40.96,200,122,True
C0586,2024-06-15,30.14,Due,2.01,96,107,False
C0531,2024-07-22,137.0,Overdue,24.65,138,187,False
C0732,2025-03-15,165.02,Paid,2.15,162,11,True
C0048,2024-11-01,65.62,Paid,15.69,72,72,False
C0128,2024-12-26,13.45,Due,42.08,144,129,True
C0249,2024-06-05,26.76,Overdue,44.61,199,134,True
C0749,2024-11-27,172.36,Paid,96.42,232,43,False
C0311,2024-10-01,140.14,Due,66.93,150,65,True
C0697,2024-11-12,163.88,Overdue,67.02,101,0,True
C0963,2025-05-18,57.72,Overdue,43.74,460,158,False
C0261,2024-10-10,170.49,Due,1.11,85,148,False
C0196,2024-06-29,69.4,Overdue,84.36,212,21,True
C0309,2025-02-15,30.15,Due,65.25,296,82,False
C0658,2024-12-06,179.03,Due,56.93,345,31,False
C0262,2024-07-19,83.84,Due,18.62,269,54,False
C0518,2025-05-20,135.84,Paid,19.48,451,18,True
C0803,2025-05-28,111.68,Due,59.99,98,124,True
C0934,2024-08-30,122.84,Due,41.91,275,70,False
C0216,2024-07-25,28.26,Paid,65.45,170,21,False
C0735,2024-11-23,58.94,Paid,25.87,277,50,False
C0604,2025-03-16,146.64,Overdue,30.44,459,75,False
C0071,2024-10-27,121.25,Paid,12.0,37,74,True
C0154,2025-04-11,98.94,Paid,49.56,335,57,False
C0657,2024-12-14,110.41,Due,27.85,489,79,False
C0843,2025-04-07,113.58,Paid,2.61,478,25,False
C0977,2024-07-12,77.09,Paid,83.69,8,90,True
C0384,2025-01-16,163.23,Paid,49.01,55,14,True
C0158,2024-07-23,192.99,Overdue,9.82,216,109,False
C0707,2024-07-06,71.27,Paid,91.93,327,3,True
C0843,2025-04-23,34.3,Due,65.02,84,92,False
C0038,2025-02-10,94.05,Paid,94.91,212,169,True
C0945,2024-06-28,112.94,Overdue,29.17,419,118,True
C0519,2025-03-28,191.94,Overdue,41.03,390,164,True
C0258,2024-07-23,25.98,Due,91.79,221,11,True
C0240,2024-11-22,43.67,Paid,80.31,258,136,True
C0098,2025-02-27,35.49,Overdue,95.16,35,170,True
C0673,2024-07-24,56.0,Due,86.88,467,49,True
C0557,2024-10-19,41.19,Overdue,96.21,136,181,True
C0283,2025-05-21,95.43,Overdue,13.1,401,112,False
C0113,2025-04-06,180.24,Due,35.67,379,57,False
C0617,2025-05-15,34.66,Overdue,84.18,302,122,False
C0021,2024-10-29,107.27,Paid,21.4,19,3,True
C0344,2024-06-21,148.19,Overdue,11.82,156,18,True
C0799,2024-10-16,83.23,Paid,78.22,203,167,True
C0078,2024-10-21,30.01,Paid,91.68,284,147,True
C0735,2024-07-20,139.34,Paid,43.54,465,166,False
C0513,2024-07-02,109.26,Overdue,6.06,337,50,False
C0513,2024-10-07,72.42,Overdue,94.64,479,84,False
C0652,2024-10-10,19.7,Overdue,11.01,493,184,True
C0173,2025-04-07,171.6,Paid,91.17,335,149,False
C0224,2025-05-31,129.48,Due,99.76,353,123,True
C0782,2025-05-15,65.97,Paid,3.74,119,76,False
C0233,2024-07-31,85.03,Overdue,46.29,351,50,True
C0088,2024-08-10,111.1,Overdue,38.36,144,50,False
C0475,2025-01-27,102.47,Overdue,45.62,452,39,True
C0382,2024-08-11,177.72,Due,16.8,105,87,False
C0926,2024-06-14,64.0,Due,4.95,71,147,False
C0929,2025-02-09,81.36,Overdue,75.01,383,113,False
C0340,2025-02-22,136.92,Overdue,30.63,180,128,True
C0500,2025-04-07,50.66,Paid,34.42,413,22,False
C0637,2024-07-30,193.67,Due,39.89,17,162,False
C0242,2025-03-21,176.37,Paid,19.13,291,57,False
C0679,2024-10-01,12.23,Paid,79.0,285,26,True
C0702,2024-06-09,92.25,Overdue,39.58,193,41,False
C0853,2024-07-14,191.72,Due,72.98,82,4,False
C0555,2024-12-10,39.75,Overdue,90.31,136,42,True
C0952,2024-06-30,40.65,Due,13.08,365,46,True
C0301,2024-10-03,197.59,Due,24.32,260,29,False
C0554,2025-02-27,172.72,Paid,92.97,199,94,True
C0438,2024-09-03,180.09,Overdue,91.68,175,173,True
C0806,2025-03-27,64.44,Overdue,8.54,445,179,True
C0454,2024-06-13,158.97,Overdue,62.41,264,99,False
C0483,2025-01-05,54.66,Due,70.85,177,153,True
C0265,2024-09-06,96.89,Due,94.12,179,12,False
C0443,2024-07-15,39.44,Paid,93.65,88,157,False
C0923,2025-03-31,140.15,Overdue,37.6,63,125,True
C0608,2024-10-14,120.96,Overdue,71.03,73,126,True
C0259,2024-11-06,22.73,Due,33.27,143,21,False
C0439,2024-06-15,80.45,Due,53.74,213,98,True
C0805,2025-02-02,62.28,Due,24.0,265,179,False
C0773,2024-10-22,56.36,Due,64.64,261,25,False
C0691,2025-05-09,73.73,Due,53.72,254,150,False
C0093,2025-05-14,111.78,Due,71.75,335,77,False
C0455,2025-01-23,181.33,Overdue,39.19,436,119,True
C0968,2025-01-01,166.63,Paid,68.86,303,33,False
C0277,2025-02-19,177.99,Overdue,4.06,98,179,True
C0392,2025-01-05,109.06,Overdue,69.86,327,102,False
C0178,2025-01-31,19.93,Due,90.76,29,198,True
C0339,2024-08-04,156.84,Paid,11.14,499,178,False
C0399,2024-11-13,55.49,Due,27.75,151,37,False
C0316,2024-08-20,59.89,Overdue,81.24,324,186,False
C0266,2025-02-23,37.65,Due,36.9,338,47,False
C0999,2024-09-01,40.79,Overdue,70.97,230,11,False
C0719,2024-09-10,125.21,Overdue,1.55,131,121,True
C0808,2025-04-11,68.47,Overdue,68.68,34,102,False
C0714,2024-09-11,29.02,Overdue,50.27,470,160,False
C0950,2024-10-24,62.85,Due,13.09,16,45,False
C0308,2025-02-09,159.11,Overdue,90.19,249,126,False
C0222,2024-09-30,156.79,Paid,73.21,449,4,True
C0322,2024-12-28,113.23,Overdue,75.91,226,169,True
C0588,2024-08-10,69.45,Due,52.75,291,102,True
C0629,2025-03-06,88.88,Due,10.18,288,177,False
C0245,2024-10-24,131.24,Paid,55.52,403,172,False
C0649,2024-09-19,117.22,Overdue,42.05,132,169,True
C0603,2024-09-09,140.17,Paid,76.66,50,200,False
C0238,2025-04-15,170.74,Due,48.57,13,199,False
C0569,2024-09-19,108.85,Due,70.54,300,43,True
C0826,2024-11-22,181.4,Due,45.18,103,128,False
C0827,2025-05-19,164.52,Paid,93.32,367,143,True
C0226,2024-10-05,101.15,Overdue,73.84,298,140,True
C0679,2025-02-01,128.46,Paid,42.34,276,13,True
C0563,2025-04-06,143.03,Overdue,16.01,153,42,True
C0878,2025-03-14,188.26,Due,82.7,477,9,False
C0123,2025-02-13,28.89,Paid,80.86,134,129,False
C0619,2025-01-11,104.5,Due,80.12,12,56,False
C0882,2024-08-27,69.24,Paid,35.36,138,50,False
C0147,2025-03-29,175.22,Due,60.16,257,152,True
C0765,2024-10-27,160.27,Overdue,28.2,304,125,False
C0069,2024-11-16,195.57,Due,66.24,381,4,False
C0631,2025-04-23,159.99,Overdue,91.92,48,172,True
C0905,2025-01-27,85.03,Paid,26.66,430,156,True
C0910,2024-12-29,103.99,Overdue,99.13,485,73,False
C0485,2025-03-06,75.54,Overdue,19.54,235,137,True
C0135,2025-05-20,43.53,Overdue,85.73,126,80,True
C0445,2024-12-10,69.91,Overdue,85.08,15,51,False
C0616,2024-11-10,73.63,Due,23.09,319,112,False
C0284,2024-11-10,132.73,Overdue,59.69,386,152,False
C0768,2024-10-08,31.33,Paid,38.18,374,161,False
C0463,2024-07-10,88.04,Overdue,18.61,247,76,True
C0320,2024-11-02,105.54,Paid,62.56,258,19,False
C0250,2025-03-15,72.6,Overdue,42.75,266,40,True
C0948,2025-03-10,171.41,Paid,5.46,242,48,True
C0809,2024-10-16,95.26,Due,98.28,478,16,True
C0842,2024-08-04,128.28,Overdue,22.72,65,120,False
C0315,2024-12-05,148.32,Overdue,95.67,249,46,True
C0437,2025-04-15,34.59,Overdue,16.78,363,178,True
C0551,2024-07-08,89.59,Overdue,67.21,185,168,True
C0055,2024-07-12,157.43,Paid,94.84,74,114,True
C0716,2024-08-29,103.4,Paid,26.48,131,71,True
C0709,2025-05-09,132.2,Overdue,33.51,34,72,False
C0157,2025-02-18,47.73,Paid,58.67,165,84,False
C0191,2025-01-06,118.81,Paid,13.34,115,163,True
C0090,2024-08-07,132.8,Paid,85.37,488,75,False
C0927,2024-06-11,76.52,Overdue,35.07,421,176,True
C0061,2024-12-18,169.68,Due,63.83,405,53,False
C0387,2025-03-18,105.14,Due,64.38,264,1,True
C0712,2024-11-04,74.54,Due,86.56,240,10,True
C0027,2025-03-08,183.55,Paid,42.43,45,106,True
C0125,2025-02-17,102.81,Overdue,68.95,390,176,False
C0329,2024-11-03,29.78,Due,57.12,130,178,True
C0663,2024-10-07,31.83,Paid,34.79,375,4,True
C0585,2025-05-29,97.53,Due,73.77,332,34,True
C0887,2024-08-19,52.46,Overdue,85.1,142,28,True
C0652,2024-09-30,116.41,Paid,92.22,346,63,True
C0039,2025-04-19,177.09,Overdue,46.34,398,179,True
C0507,2024-10-17,186.52,Overdue,1.5,118,41,False
C0106,2024-10-16,179.38,Due,1.62,448,195,False
C0615,2025-01-10,153.87,Paid,8.06,324,150,True
C0364,2024-12-11,28.45,Due,90.68,122,179,False
C0940,2025-05-13,181.01,Due,18.07,299,42,False
C0144,2024-11-10,171.03,Due,57.65,489,120,True
C0590,2024-06-19,197.66,Paid,72.57,328,158,True
C0438,2024-06-21,59.37,Overdue,56.04,145,191,False
C0276,2024-11-17,27.64,Paid,33.27,229,140,True
C0653,2025-04-09,117.49,Overdue,17.54,89,127,False
C0774,2025-03-01,166.29,Overdue,56.81,54,75,True
C0540,2024-07-19,54.87,Overdue,23.72,426,15,False
C0973,2024-06-18,68.33,Due,56.72,404,84,False
C0681,2025-04-19,195.25,Overdue,36.42,124,83,False
C0867,2025-01-29,79.21,Overdue,77.66,275,73,True
C0663,2024-07-03,17.85,Paid,22.18,467,91,True
C0114,2025-02-05,149.39,Overdue,41.28,295,185,False
C0958,2024-11-23,69.23,Due,49.4,114,58,False
C0451,2025-05-28,139.04,Overdue,93.23,423,85,False
C0819,2025-04-05,174.31,Paid,15.12,99,152,False
C0049,2025-03-04,34.24,Paid,84.57,325,144,True
C0653,2024-10-11,82.35,Overdue,12.34,406,66,False
C0066,2024-06-15,42.35,Overdue,3.19,362,9,True
C0145,2024-06-28,152.29,Due,45.4,253,35,False
C0075,2024-08-04,80.08,Paid,82.54,256,84,True
C0885,2024-07-07,163.5,Due,2.84,45,7,True
C0270,2025-01-03,36.09,Paid,89.14,239,106,False
C0805,2024-07-06,190.72,Due,9.84,301,5,True
C0498,2025-04-10,172.82,Paid,63.44,298,92,True
C0425,2025-02-18,178.27,Overdue,82.95,127,96,True
C0739,2024-06-06,109.97,Overdue,2.37,139,120,False
C0457,2025-03-24,69.54,Due,89.43,412,196,False
C0589,2024-09-21,169.96,Due,14.02,474,65,False
C0661,2025-02-28,99.0,Due,47.34,363,164,False
C0474,2024-08-29,10.64,Due,21.07,408,90,True
C0034,2024-09-09,125.52,Paid,68.48,218,71,True
C0979,2025-02-11,151.9,Overdue,76.54,171,169,False
C0018,2025-03-06,118.33,Paid,5.55,70,83,True
C0060,2025-03-17,166.91,Paid,90.03,495,181,False
C0401,2024-11-14,69.94,Overdue,13.49,141,159,True
C0279,2025-04-26,198.3,Overdue,28.06,189,32,True
C0474,2024-07-18,32.22,Due,5.26,284,152,True
C0035,2025-04-17,141.52,Paid,48.99,308,96,True
C0975,2024-08-01,63.72,Due,2.21,130,194,True
C0947,2025-02-23,135.19,Overdue,59.06,37,164,True
C0618,2024-08-29,95.88,Due,23.05,119,27,True
C0156,2024-09-21,66.2,Paid,45.18,395,50,True
C0864,2025-04-17,196.84,Paid,47.12,204,119,False
C0756,2024-09-25,92.4,Paid,91.18,130,192,True
C0892,2025-04-09,164.21,Overdue,93.05,336,42,True
C0898,2024-10-22,42.89,Due,26.2,112,6,True
C0217,2024-11-05,47.41,Due,81.22,228,31,True
C0600,2024-10-10,129.98,Paid,36.59,175,37,True
C0594,2024-09-21,180.01,Paid,93.53,419,200,False
C0351,2024-07-14,76.27,Paid,52.7,275,15,False
C0699,2024-09-24,144.74,Due,65.25,241,142,False
C0882,2025-01-27,51.07,Paid,8.8,253,156,True
C0234,2024-10-26,98.69,Overdue,85.58,29,84,True
C0519,2024-12-09,195.7,Due,45.83,369,150,False
C0826,2024-12-16,138.85,Overdue,1.94,134,119,False
C0512,2024-11-24,81.67,Overdue,45.46,359,108,True
C0333,2024-11-10,155.74,Paid,25.66,471,187,False
C0895,2024-12-18,193.57,Paid,25.74,418,188,True
C0110,2024-06-05,103.36,Overdue,25.28,29,30,False
C0004,2025-02-23,97.74,Paid,62.25,115,39,True
C0665,2024-07-08,142.79,Due,58.6,458,87,False
C0868,2024-12-01,181.92,Due,56.28,24,35,True
C0398,2025-01-11,177.75,Due,63.64,486,12,True
C0842,2025-02-25,148.44,Overdue,97.64,66,150,False
C0484,2024-08-23,29.65,Due,41.5,298,147,False
C0165,2025-04-15,30.45,Due,79.2,84,11,False
C0460,2025-02-18,126.16,Paid,49.46,294,32,True
C0409,2025-04-26,128.74,Paid,45.57,160,4,False
C0377,2024-06-11,161.47,Due,64.53,271,145,True
C0226,2024-06-21,199.52,Due,7.99,298,167,True
C0570,2024-09-17,27.88,Paid,82.07,169,163,True
C0204,2025-05-30,19.35,Due,39.98,364,18,True
C0711,2025-01-09,87.77,Overdue,13.35,46,97,True
C0236,2024-08-16,97.59,Paid,3.95,11,61,True
C0001,2024-06-05,153.72,Paid,98.89,140,122,True
C0383,2025-05-04,39.26,Paid,93.07,233,150,True
C0690,2024-08-26,115.35,Paid,61.06,76,138,False
C0147,2024-10-01,195.31,Due,13.41,290,52,False
C0959,2024-12-18,16.31,Paid,23.79,457,1,False
C0175,2024-11-28,132.53,Overdue,77.31,303,15,False
C0462,2025-01-28,45.31,Due,51.78,315,55,True
C0597,2025-01-16,172.79,Paid,50.34,120,187,True
C0817,2024-11-10,92.74,Due,82.81,455,111,False
C0706,2024-07-20,141.51,Overdue,37.97,276,169,False
C0571,2024-12-29,106.38,Overdue,76.25,409,93,False
C0838,2024-12-29,26.22,Due,23.67,25,63,True
C0538,2025-04-04,30.91,Overdue,79.65,368,145,False
C0266,2024-07-13,147.38,Paid,49.35,63,104,True
C0509,2024-12-12,58.29,Due,92.91,16,24,True
C0370,2025-01-20,194.9,Paid,26.1,193,117,True
C0128,2025-03-13,26.74,Overdue,55.48,12,194,True
C0717,2025-05-27,86.05,Paid,66.76,73,197,True
C0098,2025-03-23,42.79,Overdue,7.14,404,76,False
C0216,2025-01-05,141.65,Due,27.06,247,144,False
C0630,2024-12-16,148.95,Due,2.86,256,12,True
C0440,2024-11-17,73.55,Paid,92.02,107,60,False
C0770,2024-12-20,128.57,Due,17.37,66,107,True
C0923,2024-07-12,193.42,Due,87.54,341,60,True
C0817,2025-03-05,63.68,Paid,58.08,442,169,True
C0320,2025-04-15,150.53,Paid,60.34,273,74,True
C0746,2024-12-14,77.27,Paid,22.15,165,16,True
C0503,2024-12-15,54.83,Paid,50.06,337,7,True
C0934,2025-02-22,23.34,Paid,99.56,269,81,True
C0311,2024-08-25,62.56,Due,41.63,32,125,False
C0768,2025-01-22,95.12,Due,24.91,36,194,False
C0841,2024-09-02,168.63,Overdue,5.45,404,65,True
C0434,2024-06-07,146.8,Overdue,42.63,395,157,True
C0418,2024-06-05,81.35,Paid,11.36,425,98,False
C0351,2024-06-11,61.67,Overdue,98.57,480,181,True
C0565,2025-03-07,155.72,Overdue,68.57,473,197,False
C0966,2024-09-14,116.62,Paid,79.22,387,94,False
C0100,2024-11-29,34.4,Due,95.53,143,174,True
C0781,2025-03-28,42.3,Paid,66.19,65,24,False
C0548,2024-10-22,129.62,Overdue,77.74,365,61,True
C0977,2025-04-06,83.66,Overdue,17.55,75,159,False
C0574,2025-05-29,106.38,Due,73.21,494,16,False
