customer_id,timestamp,activity_type,data_volume_mb,duration_seconds,age,gender,location,signup_date,contract_type,service_plan,monthly_charges,total_charges,payment_method,churn,page_visited,visit_timestamp,time_on_page_seconds,browser,bill_date,amount_due,payment_status,data_usage_gb,call_minutes,sms_count,promo_applied
C0153,2025-06-03 02:17:34.606693+00:00,Video_Stream,0.0,0.0,53,Other,Houston,2024-03-23 00:00:00+00:00,Two Year,Standard,41.68,121.47,Bank Transfer,0,,,,,2025-02-23 00:00:00+00:00,149.92,Due,19.95,439.0,95.0,False
C0026,2025-06-02 20:42:34.606708+00:00,Data_Usage,92.0,421.0,22,Other,Houston,2022-09-08 00:00:00+00:00,Monthly,Basic,108.48,3322.14,Credit Card,1,,,,,2025-05-27 00:00:00+00:00,174.43,Overdue,66.67,167.0,20.0,False
C0999,2025-06-03 15:38:34.606751+00:00,Sms_Sent,0.0,0.0,23,Male,Chicago,2023-01-16 00:00:00+00:00,Monthly,Standard,58.54,3350.61,Credit Card,1,,,,,2024-10-27 00:00:00+00:00,65.87,Due,33.03,192.0,41.0,True
C0910,2025-06-03 09:36:34.606792+00:00,Video_Stream,0.0,382.0,56,Other,New York,2025-01-17 00:00:00+00:00,Monthly,Basic,85.81,2047.74,E-Wallet,1,Homepage,2025-06-03 16:12:25.053510+00:00,255.0,Safari,2024-06-18 00:00:00+00:00,73.52,Overdue,69.01,394.0,40.0,False
C0534,2025-06-03 15:33:34.606802+00:00,App_Login,0.0,86.0,31,Male,Chicago,2024-08-24 00:00:00+00:00,Monthly,Standard,37.23,4273.45,Bank Transfer,0,,,,,2025-05-28 00:00:00+00:00,194.46,Due,83.42,173.0,139.0,False
C0200,2025-06-03 13:58:34.606810+00:00,Sms_Sent,65.0,0.0,45,Female,New York,2023-07-19 00:00:00+00:00,Annual,Standard,22.12,406.61,Mail,1,,,,,2025-01-11 00:00:00+00:00,154.85,Paid,67.85,251.0,95.0,False
C0520,2025-06-03 13:58:34.606815+00:00,Call,90.0,0.0,62,Male,Miami,2024-12-14 00:00:00+00:00,Monthly,Premium,26.72,221.7,Credit Card,1,Homepage,2025-06-03 15:56:25.053467+00:00,252.0,Safari,2024-08-04 00:00:00+00:00,11.38,Overdue,69.73,91.0,199.0,False
C0211,2025-06-03 13:07:34.606817+00:00,Data_Usage,0.0,0.0,44,Male,Houston,2023-02-14 00:00:00+00:00,Monthly,Standard,45.39,4244.1,Bank Transfer,1,,,,,2024-11-23 00:00:00+00:00,135.01,Due,35.61,303.0,61.0,True
C0460,2025-06-02 17:45:34.606825+00:00,Video_Stream,0.0,0.0,47,Male,Los Angeles,2024-10-24 00:00:00+00:00,Two Year,Premium,133.58,1028.48,Credit Card,1,,,,,2024-11-10 00:00:00+00:00,68.7,Due,35.93,287.0,23.0,True
C0324,2025-06-03 04:51:34.606831+00:00,Video_Stream,1.0,0.0,25,Other,Chicago,2023-01-20 00:00:00+00:00,Monthly,Premium,123.24,4702.18,E-Wallet,1,,,,,2024-12-25 00:00:00+00:00,81.76,Overdue,98.87,429.0,82.0,True
C0984,2025-06-03 07:16:34.606836+00:00,Data_Usage,0.0,111.0,64,Other,Los Angeles,2023-10-27 00:00:00+00:00,Annual,Basic,31.13,3253.81,Bank Transfer,0,,,,,2025-04-01 00:00:00+00:00,190.85,Paid,98.82,218.0,28.0,False
C0624,2025-06-03 14:30:34.606839+00:00,Video_Stream,34.0,72.0,29,Other,New York,2024-05-21 00:00:00+00:00,Annual,Standard,145.19,3962.26,Mail,0,,,,,2024-10-19 00:00:00+00:00,23.7,Paid,39.12,203.0,197.0,False
C0292,2025-06-03 11:46:34.606841+00:00,Call,70.0,0.0,36,Male,Los Angeles,2023-11-20 00:00:00+00:00,Annual,Standard,70.32,3860.74,Mail,1,,,,,2024-07-06 00:00:00+00:00,96.41,Overdue,59.01,469.0,0.0,False
C0901,2025-06-03 10:17:34.606861+00:00,App_Login,34.0,0.0,63,Female,Houston,2024-05-24 00:00:00+00:00,Monthly,Standard,109.03,2663.88,Credit Card,0,,,,,2024-06-26 00:00:00+00:00,104.11,Due,3.46,63.0,83.0,False
C0917,2025-06-03 01:59:34.606871+00:00,App_Login,37.0,0.0,43,Male,Miami,2022-10-11 00:00:00+00:00,Annual,Basic,39.9,787.15,Bank Transfer,0,,,,,2024-07-23 00:00:00+00:00,90.06,Due,52.89,258.0,130.0,False
C0768,2025-06-02 20:02:34.606875+00:00,App_Login,97.0,0.0,59,Male,Miami,2023-09-26 00:00:00+00:00,Annual,Premium,30.54,3697.99,Bank Transfer,1,,,,,2025-05-06 00:00:00+00:00,98.97,Paid,7.1,126.0,148.0,True
C0229,2025-06-03 00:04:34.606877+00:00,Call,82.0,0.0,63,Other,New York,2023-12-03 00:00:00+00:00,Two Year,Basic,92.62,2618.0,E-Wallet,0,,,,,2024-06-06 00:00:00+00:00,24.11,Overdue,8.07,107.0,11.0,False
C0197,2025-06-03 02:58:34.606889+00:00,App_Login,94.0,0.0,32,Other,Miami,2025-03-02 00:00:00+00:00,Monthly,Premium,36.7,2055.49,Mail,1,,,,,2025-05-27 00:00:00+00:00,62.03,Overdue,64.39,469.0,100.0,True
C0482,2025-06-03 03:28:34.606895+00:00,Sms_Sent,0.0,0.0,36,Male,New York,2023-03-30 00:00:00+00:00,Annual,Standard,48.43,1663.1,Credit Card,0,Homepage,2025-06-03 16:04:25.053463+00:00,102.0,Chrome,2024-10-14 00:00:00+00:00,21.46,Overdue,61.76,196.0,173.0,False
C0069,2025-06-03 16:04:34.606899+00:00,App_Login,71.0,0.0,44,Male,Houston,2025-05-02 00:00:00+00:00,Annual,Premium,24.11,529.46,E-Wallet,0,,,,,2024-11-29 00:00:00+00:00,51.38,Overdue,57.72,142.0,126.0,False
C0894,2025-06-03 14:49:34.606905+00:00,Sms_Sent,58.0,0.0,60,Other,Miami,2022-09-28 00:00:00+00:00,Monthly,Basic,124.31,1062.37,Credit Card,1,Contact_Us,2025-06-03 15:31:25.053494+00:00,218.0,Safari,2024-10-27 00:00:00+00:00,155.26,Paid,70.84,232.0,23.0,False
C0432,2025-06-03 13:34:34.606909+00:00,App_Login,0.0,0.0,34,Male,Chicago,2023-06-28 00:00:00+00:00,Monthly,Standard,24.11,3039.46,E-Wallet,0,,,,,2024-12-08 00:00:00+00:00,50.83,Paid,75.26,274.0,49.0,False
C0309,2025-06-03 01:07:34.606911+00:00,App_Login,0.0,0.0,70,Female,Miami,2023-04-14 00:00:00+00:00,Annual,Standard,118.75,3720.47,Credit Card,1,,,,,2025-02-23 00:00:00+00:00,72.85,Paid,4.91,91.0,110.0,True
C0605,2025-06-03 10:43:34.606922+00:00,Video_Stream,92.0,186.0,62,Female,Chicago,2024-02-15 00:00:00+00:00,Annual,Premium,98.92,3086.88,Mail,1,,,,,2025-04-21 00:00:00+00:00,176.1,Overdue,45.98,65.0,16.0,True
C0317,2025-06-03 04:52:34.606926+00:00,App_Login,5.0,0.0,60,Other,Miami,2023-01-30 00:00:00+00:00,Monthly,Premium,74.61,4896.34,E-Wallet,0,,,,,2025-01-10 00:00:00+00:00,149.69,Paid,19.96,24.0,146.0,False
C0852,2025-06-03 05:14:34.606935+00:00,Data_Usage,0.0,0.0,57,Other,Los Angeles,2022-11-05 00:00:00+00:00,Two Year,Basic,123.66,4624.47,E-Wallet,0,,,,,2024-10-06 00:00:00+00:00,121.35,Due,37.76,364.0,108.0,True
C0034,2025-06-03 15:12:34.606945+00:00,Sms_Sent,32.0,0.0,41,Other,Houston,2023-06-25 00:00:00+00:00,Two Year,Premium,145.62,484.34,Bank Transfer,0,,,,,2025-05-23 00:00:00+00:00,172.18,Paid,12.74,20.0,124.0,True
C0468,2025-06-02 17:45:34.606978+00:00,Call,0.0,0.0,60,Female,New York,2023-12-06 00:00:00+00:00,Two Year,Premium,100.1,596.24,Mail,1,,,,,2024-10-07 00:00:00+00:00,185.62,Due,95.09,398.0,17.0,True
C0523,2025-06-02 18:20:34.606996+00:00,Sms_Sent,0.0,321.0,57,Other,Los Angeles,2023-03-06 00:00:00+00:00,Two Year,Premium,111.27,2176.88,E-Wallet,1,,,,,2025-05-07 00:00:00+00:00,45.24,Due,64.13,278.0,130.0,False
C0541,2025-06-03 02:25:34.607013+00:00,Call,0.0,33.0,54,Male,Chicago,2023-07-07 00:00:00+00:00,Monthly,Premium,135.65,1968.12,E-Wallet,0,,,,,2024-06-09 00:00:00+00:00,160.06,Paid,44.73,465.0,150.0,True
C0240,2025-06-03 04:18:34.607023+00:00,Call,0.0,0.0,18,Male,Los Angeles,2024-10-30 00:00:00+00:00,Monthly,Basic,50.81,4143.41,Credit Card,0,,,,,2025-03-25 00:00:00+00:00,105.86,Due,36.35,360.0,149.0,False
C0911,2025-06-03 03:56:34.607036+00:00,App_Login,27.0,0.0,67,Other,Chicago,2024-12-26 00:00:00+00:00,Annual,Basic,69.45,4020.47,Bank Transfer,0,,,,,2025-04-26 00:00:00+00:00,124.35,Paid,31.69,26.0,58.0,False
C0068,2025-06-03 05:29:34.607042+00:00,App_Login,39.0,210.0,41,Female,New York,2023-01-16 00:00:00+00:00,Annual,Premium,82.46,4150.7,Credit Card,0,,,,,2024-07-23 00:00:00+00:00,130.36,Due,92.64,166.0,198.0,False
C0629,2025-06-03 00:08:34.607055+00:00,Sms_Sent,93.0,88.0,62,Male,Miami,2025-03-25 00:00:00+00:00,Two Year,Basic,140.6,4487.92,Bank Transfer,0,,,,,2025-04-12 00:00:00+00:00,177.4,Overdue,57.24,76.0,170.0,False
C0464,2025-06-03 13:16:34.607058+00:00,Call,0.0,0.0,66,Male,Miami,2023-11-18 00:00:00+00:00,Two Year,Basic,55.44,4692.98,Mail,1,,,,,2024-09-29 00:00:00+00:00,71.32,Paid,42.42,130.0,99.0,True
C0205,2025-06-03 06:24:34.607064+00:00,Data_Usage,64.0,0.0,66,Male,Los Angeles,2024-07-11 00:00:00+00:00,Two Year,Premium,130.39,1171.09,Credit Card,1,,,,,2024-07-26 00:00:00+00:00,91.53,Due,21.57,229.0,87.0,True
C0178,2025-06-03 08:05:34.607075+00:00,Sms_Sent,10.0,0.0,63,Male,Miami,2024-03-28 00:00:00+00:00,Two Year,Standard,109.77,2323.15,E-Wallet,0,,,,,2024-07-23 00:00:00+00:00,189.08,Overdue,73.49,209.0,200.0,False
C0111,2025-06-03 08:38:34.607081+00:00,App_Login,91.0,0.0,51,Female,Houston,2024-08-14 00:00:00+00:00,Monthly,Standard,147.49,2090.89,E-Wallet,0,,,,,2024-09-01 00:00:00+00:00,132.28,Paid,82.21,330.0,14.0,True
C0067,2025-06-03 14:49:34.607094+00:00,Data_Usage,8.0,0.0,38,Other,Miami,2024-07-11 00:00:00+00:00,Annual,Premium,107.05,1534.68,E-Wallet,0,,,,,2024-09-23 00:00:00+00:00,72.97,Due,40.24,200.0,163.0,False
C0992,2025-06-03 11:44:34.607098+00:00,Sms_Sent,30.0,0.0,49,Female,Houston,2024-12-29 00:00:00+00:00,Two Year,Premium,135.37,1819.26,Bank Transfer,0,,,,,2024-07-27 00:00:00+00:00,163.27,Paid,83.78,328.0,75.0,False
C0555,2025-06-03 05:27:34.607100+00:00,Data_Usage,0.0,393.0,53,Female,New York,2024-01-29 00:00:00+00:00,Annual,Premium,34.99,3104.27,Mail,1,,,,,2024-12-19 00:00:00+00:00,142.11,Paid,10.15,165.0,178.0,True
C0431,2025-06-02 20:17:34.607113+00:00,Sms_Sent,0.0,0.0,49,Other,Los Angeles,2024-04-14 00:00:00+00:00,Monthly,Standard,148.8,375.66,E-Wallet,1,,,,,2024-10-08 00:00:00+00:00,79.68,Paid,90.16,271.0,77.0,False
C0499,2025-06-03 16:12:34.607119+00:00,App_Login,40.0,0.0,64,Male,Houston,2023-04-30 00:00:00+00:00,Two Year,Basic,74.47,3418.56,E-Wallet,0,,,,,2025-05-08 00:00:00+00:00,84.38,Overdue,64.69,114.0,83.0,False
C0496,2025-06-03 10:36:34.607138+00:00,Data_Usage,70.0,0.0,37,Male,Houston,2024-06-05 00:00:00+00:00,Two Year,Standard,71.78,4633.08,Mail,0,,,,,2025-04-19 00:00:00+00:00,151.98,Overdue,11.14,179.0,162.0,True
C0628,2025-06-02 20:54:34.607152+00:00,Video_Stream,72.0,142.0,36,Other,Houston,2023-12-12 00:00:00+00:00,Two Year,Premium,30.13,3539.61,Bank Transfer,0,,,,,2024-07-13 00:00:00+00:00,134.14,Paid,85.85,429.0,149.0,True
C0238,2025-06-03 14:20:34.607155+00:00,Call,73.0,0.0,33,Male,Houston,2023-09-24 00:00:00+00:00,Two Year,Standard,139.11,4312.52,E-Wallet,1,,,,,2024-12-16 00:00:00+00:00,60.64,Paid,66.35,59.0,155.0,False
C0715,2025-06-02 20:37:34.607157+00:00,Data_Usage,97.0,0.0,38,Male,Los Angeles,2024-02-13 00:00:00+00:00,Annual,Premium,60.9,2090.24,Mail,0,,,,,2025-03-04 00:00:00+00:00,60.89,Overdue,94.49,485.0,37.0,True
C0511,2025-06-03 10:08:34.607159+00:00,Video_Stream,86.0,0.0,26,Female,Los Angeles,2023-02-21 00:00:00+00:00,Monthly,Premium,22.27,4177.05,E-Wallet,1,,,,,2025-01-12 00:00:00+00:00,159.17,Overdue,97.37,169.0,158.0,True
C0395,2025-06-02 20:00:34.607160+00:00,Sms_Sent,54.0,331.0,31,Other,New York,2022-09-20 00:00:00+00:00,Annual,Basic,95.49,4344.69,Bank Transfer,0,,,,,2025-04-23 00:00:00+00:00,65.83,Paid,54.54,408.0,49.0,False
C0807,2025-06-02 23:22:34.607170+00:00,App_Login,0.0,0.0,63,Other,Miami,2023-04-12 00:00:00+00:00,Two Year,Basic,124.39,2140.36,Bank Transfer,1,,,,,2024-11-17 00:00:00+00:00,77.64,Overdue,52.76,129.0,136.0,False
C0130,2025-06-03 06:06:34.607178+00:00,Sms_Sent,35.0,0.0,45,Other,Chicago,2025-03-07 00:00:00+00:00,Annual,Basic,94.74,2034.38,Credit Card,1,,,,,2025-03-20 00:00:00+00:00,174.73,Overdue,83.84,375.0,136.0,False
C0991,2025-06-02 20:13:34.607187+00:00,Call,30.0,563.0,56,Other,New York,2024-02-11 00:00:00+00:00,Monthly,Basic,71.34,3143.35,E-Wallet,0,,,,,2024-06-08 00:00:00+00:00,163.93,Due,87.22,185.0,46.0,True
C0545,2025-06-03 10:36:34.607195+00:00,Video_Stream,0.0,248.0,20,Female,Miami,2022-09-29 00:00:00+00:00,Monthly,Standard,80.94,2160.13,Mail,0,,,,,2025-03-21 00:00:00+00:00,30.16,Paid,6.58,117.0,179.0,True
C0827,2025-06-03 13:15:34.607205+00:00,Video_Stream,28.0,0.0,63,Female,Chicago,2024-01-07 00:00:00+00:00,Annual,Basic,146.63,324.93,Mail,1,,,,,2024-12-29 00:00:00+00:00,185.05,Paid,53.0,162.0,103.0,True
C0214,2025-06-02 18:34:34.607207+00:00,Data_Usage,35.0,0.0,38,Female,Los Angeles,2023-08-15 00:00:00+00:00,Annual,Basic,121.67,2158.19,Mail,0,,,,,2025-03-06 00:00:00+00:00,163.26,Due,93.18,163.0,171.0,True
C0411,2025-06-02 19:54:34.607211+00:00,App_Login,0.0,0.0,22,Female,Los Angeles,2025-01-05 00:00:00+00:00,Two Year,Basic,103.57,4197.8,Credit Card,0,,,,,2024-07-27 00:00:00+00:00,153.95,Due,50.66,313.0,18.0,False
C0070,2025-06-03 01:30:34.607213+00:00,Call,87.0,0.0,68,Female,Los Angeles,2023-12-30 00:00:00+00:00,Annual,Basic,147.18,88.76,E-Wallet,1,,,,,2024-06-19 00:00:00+00:00,42.84,Paid,35.22,362.0,21.0,False
C0418,2025-06-03 14:20:34.607217+00:00,Call,49.0,295.0,32,Other,Chicago,2024-05-27 00:00:00+00:00,Annual,Premium,40.37,3285.6,Bank Transfer,0,,,,,2025-05-22 00:00:00+00:00,34.35,Paid,2.48,356.0,36.0,False
C0405,2025-06-02 21:13:34.607223+00:00,Video_Stream,72.0,0.0,66,Male,Chicago,2024-08-15 00:00:00+00:00,Two Year,Standard,43.88,2978.18,E-Wallet,0,,,,,2025-01-14 00:00:00+00:00,102.29,Paid,43.78,429.0,56.0,False
C0871,2025-06-03 07:26:34.607225+00:00,Data_Usage,0.0,514.0,32,Male,Miami,2024-06-08 00:00:00+00:00,Annual,Premium,33.62,533.16,Mail,1,,,,,2025-05-12 00:00:00+00:00,132.81,Paid,18.25,482.0,67.0,False
C0243,2025-06-03 04:14:34.607227+00:00,Call,65.0,0.0,60,Female,Houston,2025-04-17 00:00:00+00:00,Annual,Basic,37.65,2081.28,Mail,0,,,,,2025-01-06 00:00:00+00:00,168.53,Overdue,84.32,414.0,28.0,False
C0602,2025-06-02 17:55:34.607229+00:00,Sms_Sent,23.0,0.0,64,Other,Los Angeles,2024-07-18 00:00:00+00:00,Two Year,Basic,97.78,4992.38,Mail,0,,,,,2024-10-08 00:00:00+00:00,171.92,Paid,79.5,177.0,130.0,True
C0483,2025-06-03 11:35:34.607231+00:00,App_Login,33.0,277.0,37,Male,New York,2023-09-29 00:00:00+00:00,Annual,Premium,105.05,3561.12,Credit Card,1,,,,,2024-09-06 00:00:00+00:00,31.19,Due,35.29,63.0,176.0,False
C0272,2025-06-03 11:48:34.607242+00:00,Data_Usage,61.0,218.0,52,Female,Los Angeles,2024-12-06 00:00:00+00:00,Two Year,Basic,94.65,179.57,Mail,0,,,,,2025-02-24 00:00:00+00:00,124.73,Paid,61.13,153.0,141.0,True
C0721,2025-06-03 00:39:34.607245+00:00,Call,96.0,270.0,64,Other,Los Angeles,2023-06-14 00:00:00+00:00,Two Year,Standard,37.7,1256.77,E-Wallet,0,,,,,2024-06-11 00:00:00+00:00,113.02,Due,87.28,161.0,24.0,False
C0232,2025-06-03 14:05:34.607249+00:00,Sms_Sent,3.0,0.0,26,Female,Houston,2024-10-05 00:00:00+00:00,Monthly,Standard,92.28,2611.58,E-Wallet,0,,,,,2025-04-14 00:00:00+00:00,109.36,Paid,9.76,475.0,46.0,True
C0133,2025-06-02 17:00:34.607269+00:00,Video_Stream,0.0,0.0,64,Female,Miami,2022-12-12 00:00:00+00:00,Monthly,Standard,82.47,2588.88,E-Wallet,1,,,,,2025-02-02 00:00:00+00:00,192.09,Overdue,20.32,299.0,135.0,False
C0030,2025-06-03 09:43:34.607270+00:00,Sms_Sent,4.0,589.0,60,Female,Miami,2023-01-17 00:00:00+00:00,Annual,Basic,124.15,787.76,Mail,1,,,,,2024-07-18 00:00:00+00:00,174.27,Overdue,60.23,308.0,185.0,True
C0024,2025-06-03 15:18:34.607273+00:00,Data_Usage,31.0,0.0,44,Other,Chicago,2024-08-18 00:00:00+00:00,Two Year,Standard,90.44,754.85,Credit Card,1,,,,,2025-05-11 00:00:00+00:00,154.7,Due,2.49,434.0,86.0,True
C0006,2025-06-03 11:03:34.607276+00:00,Data_Usage,0.0,0.0,27,Female,Miami,2023-07-23 00:00:00+00:00,Two Year,Basic,108.67,2297.31,Credit Card,1,Homepage,2025-06-03 15:47:25.053569+00:00,44.0,Chrome,2024-10-06 00:00:00+00:00,122.39,Paid,45.16,494.0,143.0,True
C0546,2025-06-03 06:18:34.607278+00:00,Sms_Sent,0.0,0.0,44,Female,Los Angeles,2023-07-29 00:00:00+00:00,Annual,Basic,146.17,908.28,Credit Card,0,,,,,2025-05-30 00:00:00+00:00,133.24,Due,55.63,341.0,157.0,False
C0823,2025-06-02 17:30:34.607280+00:00,Video_Stream,59.0,0.0,67,Male,Chicago,2024-08-24 00:00:00+00:00,Annual,Premium,74.49,3349.7,Credit Card,0,,,,,2024-09-08 00:00:00+00:00,181.03,Overdue,42.04,249.0,22.0,True
C0157,2025-06-03 00:11:34.607282+00:00,Data_Usage,0.0,0.0,37,Other,Houston,2024-08-10 00:00:00+00:00,Two Year,Basic,47.72,2904.06,Credit Card,1,,,,,2024-11-01 00:00:00+00:00,168.7,Due,42.88,448.0,106.0,True
C0407,2025-06-02 18:45:34.607284+00:00,App_Login,49.0,0.0,40,Other,Los Angeles,2023-03-31 00:00:00+00:00,Two Year,Basic,115.49,383.16,Bank Transfer,1,,,,,2024-09-18 00:00:00+00:00,114.02,Overdue,90.71,481.0,152.0,True
C0723,2025-06-02 22:24:34.607289+00:00,Video_Stream,76.0,0.0,44,Male,Chicago,2024-05-28 00:00:00+00:00,Annual,Premium,81.95,4822.37,Mail,0,,,,,2025-02-24 00:00:00+00:00,64.93,Paid,47.9,395.0,40.0,True
C0749,2025-06-03 14:37:34.607291+00:00,App_Login,0.0,277.0,21,Other,Houston,2023-08-10 00:00:00+00:00,Two Year,Basic,109.78,853.23,Credit Card,0,,,,,2025-02-11 00:00:00+00:00,153.0,Due,66.59,305.0,33.0,False
C0398,2025-06-03 02:17:34.607303+00:00,Data_Usage,0.0,0.0,44,Other,Houston,2024-01-21 00:00:00+00:00,Monthly,Premium,74.81,4384.09,Bank Transfer,0,,,,,2024-09-30 00:00:00+00:00,141.42,Paid,17.14,342.0,31.0,False
C0419,2025-06-03 04:54:34.607315+00:00,Sms_Sent,1.0,0.0,65,Other,Chicago,2024-08-01 00:00:00+00:00,Two Year,Basic,49.67,2647.59,Credit Card,1,,,,,2024-08-26 00:00:00+00:00,80.21,Due,71.12,196.0,23.0,False
C0547,2025-06-02 20:12:34.607323+00:00,App_Login,0.0,0.0,37,Male,Chicago,2024-04-18 00:00:00+00:00,Two Year,Standard,33.91,1543.3,Bank Transfer,1,,,,,2025-03-11 00:00:00+00:00,36.28,Due,6.37,210.0,53.0,False
C0415,2025-06-02 18:50:34.607329+00:00,Video_Stream,70.0,0.0,39,Male,Miami,2023-06-02 00:00:00+00:00,Annual,Basic,35.99,3376.12,Credit Card,1,,,,,2024-11-07 00:00:00+00:00,85.97,Overdue,31.11,88.0,163.0,False
C0012,2025-06-03 08:27:34.607333+00:00,Call,43.0,0.0,61,Other,Miami,2022-12-30 00:00:00+00:00,Annual,Standard,29.37,1771.61,Credit Card,0,,,,,2025-02-23 00:00:00+00:00,32.03,Paid,51.65,155.0,98.0,True
C0466,2025-06-02 23:04:34.607343+00:00,Data_Usage,1.0,368.0,33,Female,Houston,2024-08-05 00:00:00+00:00,Two Year,Basic,110.91,4771.71,Bank Transfer,0,,,,,2025-04-28 00:00:00+00:00,123.85,Overdue,42.39,282.0,66.0,True
C0530,2025-06-03 04:02:34.607347+00:00,Video_Stream,93.0,434.0,70,Female,Miami,2023-02-02 00:00:00+00:00,Two Year,Basic,139.73,3984.21,Bank Transfer,0,,,,,2025-01-17 00:00:00+00:00,52.55,Overdue,56.85,409.0,25.0,True
C0615,2025-06-03 02:21:34.607359+00:00,Video_Stream,94.0,0.0,28,Other,New York,2023-06-08 00:00:00+00:00,Two Year,Premium,93.64,2489.7,Mail,0,,,,,2025-02-05 00:00:00+00:00,56.22,Overdue,1.86,379.0,194.0,True
C0652,2025-06-02 16:46:34.607365+00:00,Sms_Sent,13.0,57.0,44,Other,Chicago,2023-03-15 00:00:00+00:00,Two Year,Standard,137.66,4133.87,Credit Card,1,,,,,2025-01-27 00:00:00+00:00,181.34,Paid,70.82,393.0,21.0,True
C0362,2025-06-03 02:05:34.607369+00:00,Video_Stream,0.0,0.0,44,Female,Los Angeles,2022-12-16 00:00:00+00:00,Two Year,Standard,127.36,2845.75,Credit Card,0,,,,,2025-01-28 00:00:00+00:00,120.67,Due,12.97,327.0,128.0,True
C0344,2025-06-02 19:49:34.607375+00:00,Data_Usage,0.0,0.0,38,Male,Chicago,2023-01-10 00:00:00+00:00,Monthly,Standard,114.81,1919.45,Mail,0,,,,,2024-11-07 00:00:00+00:00,143.33,Due,18.28,92.0,113.0,False
C0919,2025-06-03 13:41:34.607378+00:00,Call,2.0,0.0,33,Other,Chicago,2023-04-03 00:00:00+00:00,Two Year,Premium,45.99,4890.7,Mail,1,,,,,2025-01-15 00:00:00+00:00,153.26,Paid,41.88,424.0,155.0,False
C0801,2025-06-03 03:08:34.607380+00:00,Sms_Sent,0.0,0.0,32,Female,Houston,2023-07-08 00:00:00+00:00,Annual,Basic,139.03,1402.67,Bank Transfer,1,,,,,2024-09-26 00:00:00+00:00,22.85,Overdue,27.57,311.0,16.0,True
C0101,2025-06-03 06:54:34.607392+00:00,Call,7.0,0.0,46,Female,Miami,2025-02-09 00:00:00+00:00,Two Year,Standard,78.52,995.12,E-Wallet,0,,,,,2025-05-01 00:00:00+00:00,63.01,Overdue,6.01,418.0,52.0,False
C0913,2025-06-03 11:54:34.607408+00:00,Sms_Sent,57.0,0.0,23,Female,New York,2024-01-24 00:00:00+00:00,Two Year,Basic,83.38,3851.69,Bank Transfer,0,,,,,2024-11-18 00:00:00+00:00,101.53,Due,7.25,223.0,97.0,True
C0326,2025-06-02 22:21:34.607412+00:00,Data_Usage,40.0,0.0,42,Other,Chicago,2023-04-18 00:00:00+00:00,Annual,Premium,85.47,4012.53,Credit Card,1,,,,,2025-03-20 00:00:00+00:00,17.28,Overdue,5.42,35.0,186.0,True
C0401,2025-06-03 15:06:34.607420+00:00,Data_Usage,0.0,0.0,21,Male,Miami,2023-04-03 00:00:00+00:00,Annual,Premium,110.39,1023.57,E-Wallet,1,,,,,2025-01-09 00:00:00+00:00,99.91,Due,40.55,312.0,44.0,True
C0208,2025-06-02 22:24:34.607431+00:00,Video_Stream,0.0,0.0,31,Female,New York,2023-11-23 00:00:00+00:00,Two Year,Premium,78.32,3060.26,Bank Transfer,1,,,,,2024-12-24 00:00:00+00:00,145.87,Due,24.63,388.0,194.0,False
C0995,2025-06-03 13:45:34.607435+00:00,Call,7.0,0.0,52,Male,Los Angeles,2025-03-29 00:00:00+00:00,Two Year,Premium,135.27,4462.04,Bank Transfer,0,,,,,2024-11-27 00:00:00+00:00,93.78,Due,54.81,156.0,92.0,True
C0537,2025-06-03 03:44:34.607446+00:00,Data_Usage,80.0,0.0,32,Female,Houston,2023-10-17 00:00:00+00:00,Annual,Basic,84.76,2072.39,E-Wallet,0,,,,,2025-05-29 00:00:00+00:00,154.51,Due,49.44,198.0,62.0,False
C0402,2025-06-02 19:01:34.607448+00:00,App_Login,42.0,382.0,27,Female,Los Angeles,2023-09-27 00:00:00+00:00,Monthly,Basic,104.98,4326.03,Bank Transfer,0,,,,,2024-06-07 00:00:00+00:00,81.57,Paid,88.26,500.0,45.0,True
C0451,2025-06-03 08:26:34.607456+00:00,Call,99.0,0.0,20,Female,New York,2023-12-02 00:00:00+00:00,Annual,Premium,110.35,575.42,Credit Card,0,Plans,2025-06-03 15:35:25.053526+00:00,49.0,Firefox,2025-04-08 00:00:00+00:00,195.12,Due,54.97,191.0,121.0,False
C0302,2025-06-02 19:54:34.607469+00:00,Video_Stream,41.0,0.0,47,Other,Houston,2024-02-07 00:00:00+00:00,Two Year,Premium,84.86,1424.36,E-Wallet,1,,,,,2025-01-22 00:00:00+00:00,117.4,Overdue,17.57,198.0,43.0,True
C0954,2025-06-02 19:31:34.607471+00:00,App_Login,0.0,0.0,68,Other,Chicago,2022-10-13 00:00:00+00:00,Monthly,Standard,142.95,134.17,Bank Transfer,0,,,,,2024-06-06 00:00:00+00:00,158.02,Due,31.05,17.0,75.0,False
C0979,2025-06-02 17:19:34.607477+00:00,Sms_Sent,0.0,0.0,56,Other,Miami,2023-10-08 00:00:00+00:00,Annual,Standard,80.36,1782.24,Credit Card,1,,,,,2024-08-14 00:00:00+00:00,17.66,Paid,72.78,351.0,23.0,False
C0333,2025-06-03 05:41:34.607491+00:00,Video_Stream,43.0,0.0,62,Female,Miami,2024-04-11 00:00:00+00:00,Annual,Premium,146.61,72.59,E-Wallet,1,,,,,2024-11-01 00:00:00+00:00,56.74,Paid,51.37,181.0,160.0,True
